WorkerId,AssignmentId,Approved?,attribute,answers,,,,,,,,,,,,,,,,,,,
A2XFO0X6RCS98M,3U0SRXB7CEO9XA80CWZCSHTW5PCRNJ,rejected,separation_1:26:00::,disjoint : 19,isolated : 19,apart : 20,asunder : 20,distinct : 20,separate : 20,unaccompanied : 20,,,,,,,,,,,,,
A03922113RU44GENR8ATX,3EF8EXOTT2EPLFIYZ4S5TJU2S7E1JU,rejected,16,disjoint : 17,unaccompanied : 17,apart : 18,distinct : 18,isolated : 19,separate : 20,,,,,,,,,,,,,,
A11DOB7V9YBL4S,3M1CVSFP61O21QZBQD571LZRAWCAQI,rejected,separation_1:26:00::,separate : 11,disjoint : 16,distinct : 16,unaccompanied : 16,apart : 20,asunder : 20,isolated : 20,,,,,,,,,,,,,
A1EQ2HDHF2WWSY,31Z0PCVWULYXA4T50ENIWZ8OTV4T7N,rejected,separation_1:26:00::,apart : 18,unaccompanied : 18,disjoint : 19,distinct : 19,asunder : 20,isolated : 20,separate : 20,,,,,,,,,,,,,
A2XFO0X6RCS98M,3IXQG4FA2UH1S1NHFPUHA1T8IET9BQ,rejected,separation_1:26:00::,apart : 19,disjoint : 19,unaccompanied : 19,asunder : 20,distinct : 20,isolated : 20,separate : 20,,,,,,,,,,,,,
A03922113RU44GENR8ATX,3LQ8PUHQFMB4UFJ6JBAQ95V9WHLIHY,rejected,18,unaccompanied : 17,disjoint : 18,distinct : 18,apart : 19,isolated : 19,separate : 20,,,,,,,,,,,,,,
A03922113RU44GENR8ATX,32SCWG5HIINGECMT0N96LB7V9HZP6F,rejected,18,inconsequential : 0,unimportant : 0,lightweight : 1,indifferent : 2,little : 3,great : 13,burning : 15,strategic : 16,chief : 17,heavy : 17,distinguished : 18,essential : 18,historic : 18,measurable : 18,central : 19,grand : 19,important : 19,serious : 19,big : 20,
A1ZKYRW46JBCDV,3DEL4X4EL74N65YQSXEFYFDRAQ1YXC,rejected,immediacy_1:07:02::,indirect : 0,mediate : 7,direct : 12,immediate : 20,,,,,,,,,,,,,,,,
A11DOB7V9YBL4S,3LPW2N6LKULXNDUBCQYV3BGUL3H5UC,rejected,immediacy_1:07:02::,indirect : 8,direct : 13,immediate : 20,,,,,,,,,,,,,,,,,
A37WXDYYT7RCZ0,3DY4FPOOA27M5FH9ENL32YN9RSERV0,rejected,immediacy_1:07:02::,indirect : 2,mediate : 2,direct : 19,immediate : 19,,,,,,,,,,,,,,,,
A19ZWBQT8A3LIR,3WMINLGALCMY7PPSLV4CHGAA6HBACD,rejected,modernity_1:07:00::,red-brick : 0,contemporary : 11,modern : 16,neo : 18,ultramodern : 20,,,,,,,,,,,,,,,
A1ZKYRW46JBCDV,3NC5L260MP5UC533MGZVQHFISB6OF0,rejected,difference_1:07:00::,divergent : 0,opposite : 0,antithetical : 1,disparate : 1,diverse : 11,various : 11,several : 13,contrasting : 17,distinct : 17,contrary : 20,different : 20,,,,,,,,,
A1EQ2HDHF2WWSY,3QY7M81QH85Y7L3I659QV8LSAIE7KW,rejected,difference_1:07:00::,contrasting : 19,different : 19,diverse : 19,various : 19,antithetical : 20,contrary : 20,disparate : 20,distinct : 20,divergent : 20,opposite : 20,,,,,,,,,,
A1ZKYRW46JBCDV,3MHW492WW1WV8Z4H9FPMGZTZL5FVMG,rejected,financial_condition,broke : 0,easy : 0,loaded : 0,moneyless : 0,poor : 0,unprovided_for : 0,pinched : 1,needy : 19,rich : 19,,,,,,,,,,,
A1EQ2HDHF2WWSY,3FK0YFF9P0ZEYMYQN7QD3VCCCYRVVX,rejected,financial_condition,broke : 0,poor : 0,unprovided_for : 0,moneyless : 1,needy : 1,pinched : 1,loaded : 20,rich : 20,,,,,,,,,,,,
A11YAGDS1WDZ72,3X0H8UUIT27BLJHRJMQ4EABJK3ZWS3,rejected,opacity_1:07:00::,foggy : 5,frosted : 6,glaucous : 8,semiopaque : 10,milky : 13,muddy : 15,solid : 16,light-tight : 20,opaque : 20,,,,,,,,,,,
A1KGCOR8OXYR72,3MB8LZR5BGCXM6SKAZA0ED3T52ILKI,rejected,opacity_1:07:00::,semiopaque : 11,foggy : 16,milky : 16,frosted : 17,glaucous : 17,muddy : 17,light-tight : 20,opaque : 20,solid : 20,,,,,,,,,,,
A3FCZNB9E8K3CX,3TUI152ZZC6672MBUUCEQK6O6261QL,rejected,opacity_1:07:00::,light-tight : 3,glaucous : 4,semiopaque : 10,muddy : 13,milky : 15,foggy : 20,frosted : 20,opaque : 20,solid : 20,,,,,,,,,,,
A1EQ2HDHF2WWSY,340UGXU9DZKEL79QIHG879ATYRIVU8,rejected,degree_1:07:00::,low : 0,reduced : 0,down : 1,last : 2,main : 10,big : 18,full : 18,strong : 18,advanced : 19,concentrated : 19,high : 19,violent : 19,deep : 20,extreme : 20,intense : 20,terrible : 20,,,,
A2XFO0X6RCS98M,35GCEFQ6I67BVX1H4U9A56XP9P4Z34,rejected,intrusiveness_1:07:00::,not_intrusive : 1,busy : 19,encroaching : 19,intrusive : 20,,,,,,,,,,,,,,,,
A11DOB7V9YBL4S,3JPSL1DZ5TIHYTMJALDQXR4M5LPANV,rejected,intrusiveness_1:07:00::,not_intrusive : 0,encroaching : 16,intrusive : 20,,,,,,,,,,,,,,,,,
A37WXDYYT7RCZ0,352YTHGROWWAM8KRYM8MF4LQRZK4H5,rejected,intrusiveness_1:07:00::,not_intrusive : 2,busy : 19,encroaching : 19,intrusive : 19,,,,,,,,,,,,,,,,
A3FCZNB9E8K3CX,33LKR6A5KF3JZIE3BY69VPHBQ94T1Q,rejected,obedience_1:07:00::,contrary : 0,disobedient : 0,recusant : 0,willful : 2,recalcitrant : 5,conformable : 16,duteous : 16,obedient : 19,acquiescent : 20,y2k_compliant : 20,,,,,,,,,,
A03922113RU44GENR8ATX,3FTYUGLFSV4B6BJPQV86TBC6Z3M5D2,rejected,1,contrary : 0,disobedient : 0,recusant : 3,willful : 3,conformable : 17,duteous : 17,acquiescent : 18,obedient : 20,,,,,,,,,,,,
A37WXDYYT7RCZ0,3A1PQ49WVI0TU9N8B4PKH6ENFFA1HP,rejected,obedience_1:07:00::,recalcitrant : 0,recusant : 0,willful : 0,contrary : 1,disobedient : 1,conformable : 17,duteous : 17,obedient : 17,y2k_compliant : 17,acquiescent : 18,,,,,,,,,,
A1ZKYRW46JBCDV,32KTQ2V7REYXBSRE6EKQOH42UDWM9R,rejected,lawfulness_1:07:00::,observant : 0,wrongful : 0,lawless : 1,unlawful : 1,lawful : 20,,,,,,,,,,,,,,,
A37WXDYYT7RCZ0,3PJ71Z61R5L0F35PDS1S4PGZW2219Z,rejected,lawfulness_1:07:00::,lawless : 1,unlawful : 3,wrongful : 3,lawful : 18,observant : 18,,,,,,,,,,,,,,,
A1DABMXVWWL0TR,3ZY8KE4ISKMMTE2918W3X8D4V6CQVY,rejected,0,lawless : 0,unlawful : 0,observant : 11,lawful : 20,,,,,,,,,,,,,,,,
